Routing Key,City,Month,Year,Dwelling Status,Type of Buyer,VALUE
H91,Galway,1,2010,All Dwelling Statuses,All Buyer Types,313889.0
H91,Galway,1,2010,All Dwelling Statuses,Household Buyer - First-Time Buyer Owner-Occupier,251869.0
H91,Galway,1,2010,All Dwelling Statuses,Household Buyer - Former Owner-Occupier,469375.0
H91,Galway,1,2010,All Dwelling Statuses,Household Buyer - Non-Occupier,251000.0
H91,Galway,1,2010,New,All Buyer Types,324910.0
H91,Galway,1,2010,New,Household Buyer - First-Time Buyer Owner-Occupier,224730.0
H91,Galway,1,2010,New,Household Buyer - Former Owner-Occupier,375000.0
H91,Galway,1,2010,New,Household Buyer - Non-Occupier,
H91,Galway,1,2010,Existing,All Buyer Types,312567.0
H91,Galway,1,2010,Existing,Household Buyer - First-Time Buyer Owner-Occupier,253678.0
H91,Galway,1,2010,Existing,Household Buyer - Former Owner-Occupier,500833.0
H91,Galway,1,2010,Existing,Household Buyer - Non-Occupier,251000.0
H91,Galway,2,2010,All Dwelling Statuses,All Buyer Types,260486.0
H91,Galway,2,2010,All Dwelling Statuses,Household Buyer - First-Time Buyer Owner-Occupier,252849.0
H91,Galway,2,2010,All Dwelling Statuses,Household Buyer - Former Owner-Occupier,324794.0
H91,Galway,2,2010,All Dwelling Statuses,Household Buyer - Non-Occupier,212087.0
H91,Galway,2,2010,New,All Buyer Types,280213.0
H91,Galway,2,2010,New,Household Buyer - First-Time Buyer Owner-Occupier,277797.0
H91,Galway,2,2010,New,Household Buyer - Former Owner-Occupier,352338.0
H91,Galway,2,2010,New,Household Buyer - Non-Occupier,209902.0
H91,Galway,2,2010,Existing,All Buyer Types,252449.0
H91,Galway,2,2010,Existing,Household Buyer - First-Time Buyer Owner-Occupier,249107.0
H91,Galway,2,2010,Existing,Household Buyer - Former Owner-Occupier,297250.0
H91,Galway,2,2010,Existing,Household Buyer - Non-Occupier,215000.0
H91,Galway,3,2010,All Dwelling Statuses,All Buyer Types,286696.0
H91,Galway,3,2010,All Dwelling Statuses,Household Buyer - First-Time Buyer Owner-Occupier,248142.0
H91,Galway,3,2010,All Dwelling Statuses,Household Buyer - Former Owner-Occupier,405471.0
H91,Galway,3,2010,All Dwelling Statuses,Household Buyer - Non-Occupier,262750.0
H91,Galway,3,2010,New,All Buyer Types,330157.0
H91,Galway,3,2010,New,Household Buyer - First-Time Buyer Owner-Occupier,219672.0
H91,Galway,3,2010,New,Household Buyer - Former Owner-Occupier,586667.0
H91,Galway,3,2010,New,Household Buyer - Non-Occupier,555000.0
H91,Galway,3,2010,Existing,All Buyer Types,272209.0
H91,Galway,3,2010,Existing,Household Buyer - First-Time Buyer Owner-Occupier,259283.0
H91,Galway,3,2010,Existing,Household Buyer - Former Owner-Occupier,345072.0
H91,Galway,3,2010,Existing,Household Buyer - Non-Occupier,221000.0
H91,Galway,4,2010,All Dwelling Statuses,All Buyer Types,299482.0
H91,Galway,4,2010,All Dwelling Statuses,Household Buyer - First-Time Buyer Owner-Occupier,245160.0
H91,Galway,4,2010,All Dwelling Statuses,Household Buyer - Former Owner-Occupier,353110.0
H91,Galway,4,2010,All Dwelling Statuses,Household Buyer - Non-Occupier,247143.0
